back_office,channel,client_id,counter_type,date,inaccurate_time,no_wait_visit,office_id,office_name,program_id,service_count,status,welcome_time,latest_time,service_creation_duration_outlie,waiting_duration_outlier,prep_duration_outlier,serve_duration_outlier,hold_duration_outlier,serve_duration_per_service,serve_duration_per_visit,prep_duration_per_service,prep_duration_per_visit,waiting_duration_per_service,waiting_duration_per_visit,hold_duration_per_service,hold_duration_per_visit,visits_count,services_count,transactions_count,DateEntered,service_creation_duration_per_vi
Front Office,in-person,4380879,Counter,28JUL2020:00:00:00.000,Yes,No,94,Victoria,MSP - 001,1,Inaccurate Time,28JUL2020:15:50:17.000,28JUL2020:15:50:29.000,No,No,No,No,No,,,0.0000392824,0.0000392824,0.0000623958,0.0000623958,,,1,1,1,05MAR2021:14:30:27.353,5.1620382E-6
Back Office,back-office,9648449,Counter,03MAY2022:00:00:00.000,No,Yes,10,Burnaby,Back Office - 009,1,Finished,03MAY2022:08:46:15.000,03MAY2022:09:06:50.000,No,No,No,No,No,0.0137086231,0.0137086231,,,,,,,1,1,1,04MAY2022:04:30:12.637,0.000586412
Front Office,in-person,4274557,Counter,08JUL2020:00:00:00.000,No,Yes,93,Vernon,ICBC - 002,1,Finished,08JUL2020:12:24:34.000,08JUL2020:12:37:33.000,No,No,No,No,No,0.0041913078,0.0055089123,0.0001585532,0.0001585532,0.0032164699,0.0032164699,,,1,1,1,05MAR2021:14:30:24.260,0.0001293518
Front Office,,1182350,,06FEB2019:00:00:00.000,No,Yes,85,Salmon Arm,,1,Customer Left (service-creation),06FEB2019:11:51:20.000,06FEB2019:11:51:38.000,No,No,No,No,No,,,,,,,,,1,1,0,05MAR2021:14:29:33.120,0.0002108102
Front Office,in-person,9005948,Counter,20JAN2022:00:00:00.000,No,Yes,40,Kamloops,ID Verification - 010,1,Finished,20JAN2022:11:46:15.000,20JAN2022:11:46:47.000,No,No,No,No,No,0.0003706134,0.0003706134,,,,,,,1,1,1,21JAN2022:09:12:44.320,2.8703694E-6
Back Office,back-office,2160933,,15MAY2019:00:00:00.000,No,Yes,64,Port Hardy,Back Office - 006,1,Finished,15MAY2019:09:09:51.000,15MAY2019:09:22:13.000,No,No,No,No,No,0.0085429167,0.0085429167,,,,,,,1,1,1,05MAR2021:14:29:42.040,0.0000414352
Front Office,,2791671,,12JUL2019:00:00:00.000,No,Yes,17,Cranbrook,,1,Customer Left (service-creation),12JUL2019:13:49:59.000,12JUL2019:13:50:33.000,No,No,No,No,No,,,,,,,,,1,1,0,05MAR2021:14:29:49.277,0.0003875463
Front Office,in-person,4791368,Counter,03NOV2020:00:00:00.000,No,No,31,Fort St. John,ICBC - 008,1,Finished,03NOV2020:12:44:48.000,03NOV2020:13:01:00.000,No,No,No,No,No,0.004301528,0.004301528,0.0000299074,0.0000299074,0.0069099651,0.0069099651,,,1,1,1,05MAR2021:14:30:43.183,6.1574083E-6
Front Office,in-person,8096583,Counter,29SEP2021:00:00:00.000,No,No,93,Vernon,ICBC - 009,1,Finished,29SEP2021:12:38:08.000,29SEP2021:14:09:25.000,No,No,No,No,No,0.0130417822,0.0130417822,0.0001435185,0.0001435185,0.0115169333,0.0115169333,0.0386900939,0.0386900939,1,1,1,30SEP2021:02:00:12.253,1.9675936E-6
Back Office,back-office,3137760,,18SEP2019:00:00:00.000,No,Yes,40,Kamloops,Redirects - 006,3,Finished,18SEP2019:09:28:54.000,18SEP2019:10:30:50.000,No,No,No,No,No,0.0067975693,0.0204462036,,,,,,0.0527507514,1,1,1,05MAR2021:14:29:55.650,0.0001733218
Front Office,in-person,3415883,,27NOV2019:00:00:00.000,No,No,16,Courtenay,ICBC - 002,1,Finished,27NOV2019:14:40:22.000,27NOV2019:14:50:29.000,No,No,No,No,No,0.004829803,0.004829803,0.0007396528,0.0007396528,0.0007383102,0.0007383102,,,1,1,1,05MAR2021:14:30:02.870,0.0007188079
Front Office,in-person,8723969,Counter,12DEC2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,12DEC2021:11:45:40.000,12DEC2021:11:46:07.000,No,No,No,No,No,0.0003038889,0.0003038889,,,,,,,1,1,1,13DEC2021:02:00:12.750,2.4768517E-6
Back Office,back-office,7007544,Counter,16JUL2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,16JUL2021:15:31:41.000,16JUL2021:15:44:10.000,No,No,No,No,No,0.0086096181,0.0086096181,,,,,,,1,1,1,17JUL2021:02:00:12.867,0.0000619097
Back Office,back-office,7145134,Counter,31JUL2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,31JUL2021:11:49:10.000,31JUL2021:11:50:06.000,No,No,No,No,No,0.0006163773,0.0006163773,,,,,,,1,1,1,01AUG2021:02:00:12.140,0.0000353819
Back Office,back-office,5299405,Counter,23DEC2020:00:00:00.000,Yes,No,2,Ashcroft,Back Office - 021,1,Inaccurate Time,23DEC2020:15:57:48.000,23DEC2020:16:04:07.000,No,No,No,No,No,,,,,,,,,1,1,1,05MAR2021:14:31:04.080,0.0000430787
Back Office,back-office,4357092,Counter,22JUL2020:00:00:00.000,No,Yes,86,Smithers,Back Office - 021,1,Finished,22JUL2020:16:03:12.000,22JUL2020:16:06:18.000,No,No,No,No,No,0.0021329282,0.0021329282,,,,,,,1,1,1,05MAR2021:14:30:26.573,0.0000242245
Front Office,in-person,5037284,Counter,17NOV2020:00:00:00.000,No,No,46,Maple Ridge,ICBC - 005,1,Finished,17NOV2020:10:42:34.000,17NOV2020:11:12:20.000,No,No,No,No,No,0.0162010416,0.0162010416,0.0000546181,0.0000546181,0.0030560417,0.0030560417,,,1,1,1,17MAR2021:13:32:40.083,0.0013594792
Front Office,in-person,8199085,Counter,12OCT2021:00:00:00.000,No,Yes,112,Send Video2,Other - 048,1,Finished,12OCT2021:12:22:33.000,12OCT2021:12:46:02.000,No,No,No,Yes,No,0.0162869338,0.0162869338,,,,,,,1,1,1,13OCT2021:02:00:12.650,0.0000225
Back Office,back-office,2257365,,24MAY2019:00:00:00.000,No,Yes,23,Dawson Creek,Back Office - 016,1,Finished,24MAY2019:10:06:52.000,24MAY2019:16:34:39.000,No,No,No,No,No,0.029494606,0.029494606,,,,,0.2397963107,0.2397963107,1,1,1,05MAR2021:14:29:42.840,4.8495358E-6
Front Office,in-person,7909615,Counter,16SEP2021:00:00:00.000,No,No,82,Sechelt,RTB - 003,1,Finished,16SEP2021:10:56:59.000,16SEP2021:11:17:07.000,No,No,No,No,No,0.0078532295,0.0078532295,0.0000149306,0.0000149306,0.0059214234,0.0059214234,,,1,1,1,17SEP2021:02:00:13.730,0.0001951273
Front Office,in-person,1242160,,13FEB2019:00:00:00.000,No,No,16,Courtenay,PTAX - 005,1,Finished,13FEB2019:16:16:10.000,13FEB2019:16:21:46.000,No,No,No,No,No,0.0029408797,0.0029408797,0.0004090393,0.0004090393,0.0002507292,0.0002507292,,,1,1,1,05MAR2021:14:29:33.590,0.0002850579
Front Office,in-person,4457999,Counter,11AUG2020:00:00:00.000,No,Yes,42,Kelowna,Exams - 006,1,Finished,11AUG2020:16:01:58.000,11AUG2020:16:08:27.000,No,No,No,No,No,0.0044562384,0.0044562384,,,,,,,1,1,1,05MAR2021:14:30:29.277,0.0000473264
Back Office,back-office,9519730,Counter,11APR2022:00:00:00.000,No,Yes,80,Revelstoke,ICBC - 013,1,Finished,11APR2022:16:14:58.000,11APR2022:16:23:25.000,No,No,No,No,No,0.0056985184,0.0056985184,,,,,,,1,1,1,12APR2022:09:45:29.307,0.0001632986
Front Office,,8733632,,13DEC2021:00:00:00.000,No,Yes,51,Nakusp,,1,Customer Left (service-creation),13DEC2021:14:40:38.000,13DEC2021:14:40:40.000,No,No,No,No,No,,,,,,,,,1,1,0,14DEC2021:02:00:13.883,0.0000279282
Back Office,back-office,5248657,Counter,17DEC2020:00:00:00.000,No,Yes,115,Send Video5,Back Office - 021,1,Finished,17DEC2020:09:27:37.000,17DEC2020:09:33:32.000,No,No,No,No,No,0.0040625231,0.0040625231,,,,,,,1,1,1,05MAR2021:14:31:01.003,0.0000466204
Front Office,in-person,3563659,Counter,13JAN2020:00:00:00.000,No,No,31,Fort St. John,ICBC - 002,1,Finished,13JAN2020:13:09:31.000,13JAN2020:13:29:24.000,No,No,No,No,No,0.0112184491,0.0112184491,0.0001879861,0.0001879861,0.0020082754,0.0020082754,,,1,1,1,05MAR2021:14:30:06.700,0.0003997801
Front Office,in-person,6563693,Counter,01JUN2021:00:00:00.000,No,No,65,Penticton,PTAX - 005,1,Finished,01JUN2021:13:58:51.000,01JUN2021:14:36:45.000,No,No,No,No,No,0.0026100462,0.0026100462,0.0000278588,0.0000278588,0.0234317239,0.0234317239,,,1,1,1,02JUN2021:02:00:13.457,0.0002529167
Back Office,in-person,8116728,Counter,01OCT2021:00:00:00.000,No,Yes,14,Chilliwack,Back Office - 021,1,Finished,01OCT2021:13:27:49.000,01OCT2021:13:30:26.000,No,No,No,No,No,0.001795625,0.001795625,,,,,,,1,1,1,02OCT2021:02:00:12.630,0.0000239583
Back Office,back-office,5938017,Counter,17MAR2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,17MAR2021:14:15:02.000,17MAR2021:14:16:26.000,No,No,No,No,No,0.0009459954,0.0009459954,,,,,,,1,1,1,18MAR2021:02:00:12.787,0.0000265509
Front Office,in-person,3064989,,30AUG2019:00:00:00.000,No,No,14,Chilliwack,ICBC - 008,1,Finished,30AUG2019:12:22:49.000,30AUG2019:14:08:47.000,No,No,No,No,No,0.0035939931,0.0035939931,0.0002489583,0.0002489583,0.0218217932,0.0218217932,0.047523506,0.047523506,1,1,1,05MAR2021:14:29:53.980,0.0003920139
Front Office,,3106615,,10SEP2019:00:00:00.000,No,Yes,61,100 Mile House,,1,Customer Left (service-creation),10SEP2019:15:48:38.000,10SEP2019:15:48:54.000,No,No,No,No,No,,,,,,,,,1,1,0,05MAR2021:14:29:54.900,0.0001865625
Front Office,in-person,8590124,Counter,24NOV2021:00:00:00.000,No,Yes,45,Lillooet,ID Verification - 010,1,Finished,24NOV2021:15:53:51.000,24NOV2021:15:59:04.000,No,No,No,No,No,0.003616007,0.003616007,,,,,,,1,1,1,25NOV2021:02:00:14.133,2.2222212E-6
Back Office,back-office,4163046,Counter,18JUN2020:00:00:00.000,No,Yes,94,Victoria,Back Office - 002,1,Finished,18JUN2020:16:00:14.000,18JUN2020:16:06:09.000,No,No,No,No,No,0.0040720603,0.0040720603,,,,,,,1,1,1,05MAR2021:14:30:21.353,0.0000332986
Front Office,in-person,4217015,Counter,29JUN2020:00:00:00.000,No,Yes,55,Nanaimo,ICBC - 002,1,Finished,29JUN2020:13:42:44.000,29JUN2020:13:49:26.000,No,No,No,No,No,0.004605683,0.004605683,,,,,,,1,1,1,05MAR2021:14:30:22.950,0.0000444676
Back Office,back-office,6839919,Counter,29JUN2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,29JUN2021:11:42:33.000,29JUN2021:11:44:49.000,No,No,No,No,No,0.0015555903,0.0015555903,,,,,,,1,1,1,30JUN2021:02:00:12.693,0.0000226389
Back Office,back-office,8023486,Counter,21SEP2021:00:00:00.000,No,Yes,80,Revelstoke,SDPR - POC - 005,1,Finished,21SEP2021:16:01:08.000,21SEP2021:16:01:15.000,No,No,No,No,No,0.0000271875,0.0000271875,,,,,,,1,1,1,22SEP2021:02:00:12.347,0.0000584722
Front Office,in-person,8359512,Counter,29OCT2021:00:00:00.000,No,Yes,23,Dawson Creek,ICBC - 009,1,Finished,29OCT2021:08:59:30.000,29OCT2021:09:03:47.000,No,No,No,No,No,0.0028941203,0.0028941203,,,,,,,1,1,1,30OCT2021:02:00:12.247,0.0000815625
Front Office,in-person,9039555,Counter,25JAN2022:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,25JAN2022:15:31:51.000,25JAN2022:15:34:50.000,No,No,No,No,No,0.0020599421,0.0020599421,,,,,,,1,1,1,26JAN2022:02:00:13.410,2.2222239E-6
Front Office,in-person,2081707,,07MAY2019:00:00:00.000,No,Yes,47,Mackenzie,F&W - 006,1,Finished,07MAY2019:14:09:21.000,07MAY2019:14:11:59.000,No,No,No,No,No,0.001771632,0.001771632,,,,,,,1,1,1,05MAR2021:14:29:41.150,0.0000541898
Front Office,in-person,3764674,Counter,05MAR2020:00:00:00.000,No,Yes,88,Terrace,ICBC - 008,1,Finished,05MAR2020:14:39:58.000,05MAR2020:14:45:37.000,No,No,No,No,No,0.0038634143,0.0038634143,,,,,,,1,1,1,05MAR2021:14:30:11.573,0.0000650926
Front Office,in-person,7658127,Counter,08SEP2021:00:00:00.000,No,Yes,60,Oliver,Other - 055,1,Finished,08SEP2021:15:48:12.000,08SEP2021:15:59:10.000,No,No,No,No,No,0.0074394909,0.0074394909,,,,,,,1,1,1,09SEP2021:02:00:13.943,0.0001815162
Front Office,in-person,4794192,Counter,06OCT2020:00:00:00.000,No,No,65,Penticton,ICBC - 006,1,Finished,06OCT2020:15:47:54.000,06OCT2020:16:19:08.000,No,No,No,No,No,0.0136383567,0.0136383567,0.0001046875,0.0001046875,0.0078314003,0.0078314003,,,1,1,1,05MAR2021:14:30:38.963,0.0001174537
Back Office,back-office,9504995,Counter,08APR2022:00:00:00.000,No,Yes,10,Burnaby,ID Verification - 010,1,Finished,08APR2022:12:14:13.000,08APR2022:12:14:38.000,No,No,No,No,No,0.0001658565,0.0001658565,,,,,,,1,1,1,09APR2022:02:00:13.690,0.0001273727
Front Office,in-person,3224695,,08OCT2019:00:00:00.000,No,No,94,Victoria,RTB - 002,1,Finished,08OCT2019:15:34:51.000,08OCT2019:16:13:24.000,No,No,No,No,No,0.0262905676,0.0262905676,0.0000353125,0.0000353125,0.0001687731,0.0001687731,,,1,1,1,05MAR2021:14:29:57.777,0.0002717245
Front Office,in-person,3659177,Counter,06FEB2020:00:00:00.000,No,Yes,73,Queen Charlotte City,BC Registry - 004,1,Finished,06FEB2020:15:57:41.000,06FEB2020:15:59:02.000,No,No,No,No,No,0.0006423148,0.0006423148,,,,,,,1,1,1,05MAR2021:14:30:08.840,0.0003018981
Front Office,in-person,176177,,05OCT2018:00:00:00.000,No,No,65,Penticton,ICBC - 013,1,Finished,05OCT2018:13:30:02.000,05OCT2018:13:49:23.000,No,No,No,No,No,0.0030602198,0.0056892131,0.0000210417,0.0000210532,0.0093319332,0.0093319332,0,0,1,1,1,05MAR2021:14:29:24.103,0.0010275
Front Office,in-person,3074916,,03SEP2019:00:00:00.000,No,No,46,Maple Ridge,ICBC - 013,1,Finished,03SEP2019:15:59:03.000,03SEP2019:16:09:26.000,No,No,No,No,No,0.0008929861,0.0008929861,0.000080162,0.000080162,0.0058104284,0.0058104284,,,1,1,1,05MAR2021:14:29:54.230,0.0004279745
Front Office,in-person,375363,,08NOV2018:00:00:00.000,No,No,85,Salmon Arm,ICBC - 009,1,missing_calls,08NOV2018:11:27:33.000,08NOV2018:11:27:51.000,No,No,No,No,No,,,,,,,,,1,1,0,05MAR2021:14:29:26.010,
Back Office,back-office,5342908,Counter,04JAN2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,04JAN2021:09:36:08.000,04JAN2021:09:36:41.000,No,No,No,No,No,0.0003592708,0.0003592708,,,,,,,1,1,1,05MAR2021:14:31:09.050,0.000025625
Back Office,back-office,4326340,Counter,16JUL2020:00:00:00.000,No,Yes,84,Squamish,Back Office - 021,1,Finished,16JUL2020:15:48:58.000,16JUL2020:15:51:26.000,No,No,No,No,No,0.001702743,0.001702743,,,,,,,1,1,1,05MAR2021:14:30:25.760,9.8148157E-6
Back Office,back-office,9854142,Counter,03JUN2022:00:00:00.000,No,Yes,17,Cranbrook,Back Office - 002,1,Finished,03JUN2022:07:31:53.000,03JUN2022:07:39:52.000,No,No,No,No,No,0.0054678358,0.0054678358,,,,,,,1,1,1,04JUN2022:04:30:18.317,0.0000790509
Back Office,back-office,2498047,,17JUN2019:00:00:00.000,No,Yes,38,Invermere,Back Office - 001,2,Finished,17JUN2019:07:33:26.000,17JUN2019:13:55:49.000,No,No,No,No,No,0.0201130435,0.0617835782,,,,,0.0841995701,0.2046434283,1,1,1,05MAR2021:14:29:45.697,6.4930568E-6
Back Office,back-office,4846320,Counter,15OCT2020:00:00:00.000,No,Yes,93,Vernon,Back Office - 021,1,Finished,15OCT2020:18:04:14.000,15OCT2020:18:10:49.000,No,No,No,No,No,0.0045238542,0.0045238542,,,,,,,1,1,1,05MAR2021:14:30:40.527,0.0000414583
Back Office,back-office,6034438,Counter,31MAR2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,31MAR2021:08:38:03.000,31MAR2021:08:38:26.000,No,No,No,No,No,0.000241331,0.000241331,,,,,,,1,1,1,01APR2021:02:00:10.743,0.0000231481
Front Office,in-person,4859824,Counter,19OCT2020:00:00:00.000,No,No,46,Maple Ridge,ICBC - 002,1,Finished,19OCT2020:11:45:04.000,19OCT2020:11:57:31.000,No,No,No,No,No,0.0033711805,0.0033711805,0.0000163194,0.0000163194,0.0050578238,0.0050578238,,,1,1,1,05MAR2021:14:30:40.747,0.0002010417
Back Office,back-office,9681577,Counter,06MAY2022:00:00:00.000,No,Yes,40,Kamloops,Exams - 010,1,Finished,06MAY2022:10:35:12.000,06MAY2022:11:25:15.000,No,No,No,No,No,0.0347142704,0.0347142704,,,,,,,1,1,1,07MAY2022:04:30:19.800,0.0000503704
Back Office,back-office,5199273,Counter,10DEC2020:00:00:00.000,No,Yes,111,Victoria,Back Office - 021,1,Finished,10DEC2020:14:08:35.000,10DEC2020:14:10:51.000,No,No,No,No,No,0.0015537732,0.0015537732,,,,,,,1,1,1,05MAR2021:14:30:57.067,0.0000266782
Back Office,back-office,5917246,Counter,15MAR2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,15MAR2021:15:51:02.000,15MAR2021:15:52:38.000,No,No,No,No,No,0.0010809375,0.0010809375,,,,,,,1,1,1,16MAR2021:02:00:13.487,0.0000216667
Front Office,in-person,1070800,,24JAN2019:00:00:00.000,No,No,16,Courtenay,ICBC - 009,1,Finished,24JAN2019:15:11:14.000,24JAN2019:15:22:08.000,No,No,No,No,No,0.0059344098,0.0059344098,0.0002215625,0.0002215625,0.0000506944,0.0000506944,0,0,1,1,1,05MAR2021:14:29:32.010,0.0013592477
Back Office,back-office,3030030,,22AUG2019:00:00:00.000,No,Yes,61,100 Mile House,SDPR - POC - 005,1,Finished,22AUG2019:13:39:59.000,22AUG2019:13:58:34.000,No,No,No,No,No,0.0128181828,0.0128181828,,,,,,,1,1,1,05MAR2021:14:29:53.103,0.0000929977
Front Office,in-person,8512696,Counter,15NOV2021:00:00:00.000,No,Yes,47,Mackenzie,ID Verification - 010,1,Finished,15NOV2021:15:57:46.000,15NOV2021:15:58:47.000,No,No,No,No,No,0.0006971875,0.0006971875,,,,,,,1,1,1,16NOV2021:02:00:13.633,
Front Office,in-person,8082091,Counter,28SEP2021:00:00:00.000,No,No,14,Chilliwack,ICBC - 002,1,Finished,28SEP2021:09:09:44.000,28SEP2021:09:36:19.000,No,No,No,No,No,0.0084602665,0.0084602665,0.0001362963,0.0001362963,0.0095968861,0.0095968861,,,1,1,1,29SEP2021:02:00:12.550,0.0002637963
Back Office,back-office,3978378,Counter,13MAY2020:00:00:00.000,No,Yes,46,Maple Ridge,Back Office - 021,1,Finished,13MAY2020:15:00:57.000,13MAY2020:15:01:03.000,No,No,No,No,No,0.0000463889,0.0000463889,,,,,,,1,1,1,05MAR2021:14:30:16.887,0.0000236343
Front Office,in-person,3585990,Counter,20JAN2020:00:00:00.000,No,Yes,37,Ganges,MSP - 005,1,Finished,20JAN2020:13:12:49.000,20JAN2020:13:17:14.000,No,No,No,No,No,0.002971088,0.002971088,,,,,,,1,1,1,05MAR2021:14:30:07.200,0.0000971875
Back Office,back-office,5865425,Counter,09MAR2021:00:00:00.000,No,Yes,114,Send Video4,Back Office - 009,1,Finished,09MAR2021:10:32:40.000,09MAR2021:10:41:34.000,No,No,No,No,No,0.0059908335,0.0059908335,,,,,,,1,1,1,10MAR2021:02:00:14.610,0.0001872801
Front Office,in-person,8285681,Counter,20OCT2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,20OCT2021:15:31:15.000,20OCT2021:15:32:01.000,No,No,No,No,No,0.0005209607,0.0005209607,,,,,,,1,1,1,21OCT2021:02:00:11.963,1.701387E-6
Back Office,back-office,7504462,Counter,31AUG2021:00:00:00.000,No,Yes,83,Sparwood,Back Office - 021,1,Finished,31AUG2021:10:54:41.000,31AUG2021:10:58:29.000,No,No,No,No,No,0.0025294444,0.0025294444,,,,,,,1,1,1,01SEP2021:02:00:13.403,0.0001059607
Back Office,back-office,5050787,Counter,18NOV2020:00:00:00.000,No,Yes,111,Victoria,ID Verification - 010,1,Finished,18NOV2020:13:48:46.000,18NOV2020:13:51:06.000,No,No,No,No,No,0.0015720949,0.0015720949,,,,,,,1,1,1,05MAR2021:14:30:44.527,0.0000456829
Back Office,back-office,4254431,Counter,06JUL2020:00:00:00.000,Yes,No,10,Burnaby,ID Verification - 010,1,Inaccurate Time,06JUL2020:11:03:51.000,06JUL2020:11:04:39.000,No,No,No,No,No,,,,,,,,,1,1,1,05MAR2021:14:30:23.747,0.0000640046
Front Office,in-person,3147669,,19SEP2019:00:00:00.000,No,No,46,Maple Ridge,BC Hydro - 001,1,Finished,19SEP2019:15:02:26.000,19SEP2019:15:14:34.000,No,No,No,No,No,0.0034684953,0.0034684953,0.0000112037,0.0000112037,0.0046990048,0.0046990048,,,1,1,1,05MAR2021:14:29:55.887,0.0002524306
Back Office,back-office,5422736,Counter,13JAN2021:00:00:00.000,No,Yes,75,Quesnel,Back Office - 021,1,Finished,13JAN2021:11:26:16.000,13JAN2021:11:29:08.000,No,No,No,No,No,0.0019689121,0.0019689121,,,,,,,1,1,1,05MAR2021:14:31:17.040,0.0000278472
Front Office,in-person,4694317,Counter,21SEP2020:00:00:00.000,No,Yes,55,Nanaimo,ICBC - 002,1,Finished,21SEP2020:09:13:26.000,21SEP2020:09:23:43.000,No,No,No,No,No,0.0000105787,0.0000105787,,,,,,,1,1,1,05MAR2021:14:30:36.403,0.0071359142
Front Office,in-person,6829208,Counter,28JUN2021:00:00:00.000,No,Yes,92,Vanderhoof,MSP - 001,1,Finished,28JUN2021:14:21:53.000,28JUN2021:14:24:14.000,No,No,No,No,No,0.001526169,0.001526169,,,,,,,1,1,1,29JUN2021:02:00:12.847,0.0001011227
Front Office,in-person,8470510,Counter,09NOV2021:00:00:00.000,No,Yes,36,Grand Forks,Redirects - 006,1,Finished,09NOV2021:16:14:47.000,09NOV2021:16:16:58.000,No,No,No,No,No,0.0013210301,0.0013210301,,,,,,,1,1,1,10NOV2021:02:00:12.373,0.0001955556
Front Office,in-person,7194695,Counter,11AUG2021:00:00:00.000,No,No,31,Fort St. John,ICBC - 002,1,Finished,11AUG2021:11:53:53.000,11AUG2021:12:00:11.000,No,No,No,No,No,0.0035677662,0.0035677662,0.0000330324,0.0000330324,0.0007681944,0.0007681944,,,1,1,1,12AUG2021:02:00:17.697,3.9814827E-6
Front Office,in-person,2228994,,22MAY2019:00:00:00.000,No,No,66,Port Alberni,SDPR - POC - 001,1,Finished,22MAY2019:11:32:34.000,22MAY2019:11:56:23.000,No,No,No,No,No,0.0104491664,0.0104491664,0.0000186574,0.0000186574,0.0058835419,0.0058835419,,,1,1,1,05MAR2021:14:29:42.620,0.0001893171
Front Office,in-person,8878859,Counter,05JAN2022:00:00:00.000,No,Yes,98,Head Office,ID Verification - 010,1,Finished,05JAN2022:09:05:09.000,05JAN2022:09:05:25.000,No,No,No,No,No,0.0001801968,0.0001801968,,,,,,,1,1,1,06JAN2022:02:00:13.313,3.2754629E-6
Back Office,back-office,6247462,Counter,27APR2021:00:00:00.000,No,Yes,112,Send Video2,Back Office - 004,1,Finished,27APR2021:10:39:01.000,27APR2021:10:39:07.000,No,No,No,No,No,0.0000463079,0.0000463079,,,,,,,1,1,1,28APR2021:02:00:12.237,0.0000173495
Front Office,in-person,3675216,Counter,11FEB2020:00:00:00.000,No,No,40,Kamloops,RTB - 001,1,Finished,11FEB2020:14:53:47.000,11FEB2020:15:12:28.000,No,No,No,No,No,0.0088618519,0.0088618519,0.0003139815,0.0003139815,0.0036589815,0.0036589815,,,1,1,1,05MAR2021:14:30:09.353,0.0001472685
Back Office,back-office,5368905,Counter,06JAN2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,06JAN2021:11:13:54.000,06JAN2021:11:14:49.000,No,No,No,No,No,0.0006152662,0.0006152662,,,,,,,1,1,1,05MAR2021:14:31:11.097,0.0000266782
Front Office,in-person,7213939,Counter,09AUG2021:00:00:00.000,No,Yes,97,Williams Lake,VSTATS - 004,1,Finished,09AUG2021:15:50:43.000,09AUG2021:15:52:03.000,No,No,No,No,No,0.0003695949,0.0008750463,,,,,,,1,1,1,10AUG2021:02:00:14.377,0.0000529051
Front Office,in-person,8164020,Counter,06OCT2021:00:00:00.000,No,No,66,Port Alberni,SDPR - POC - 007,1,Finished,06OCT2021:14:57:01.000,06OCT2021:15:20:49.000,No,No,No,No,No,0.0093028471,0.0155084487,0.0000254051,0.000049537,0.0000128241,0.0004102199,,,1,1,1,07OCT2021:02:00:15.610,0.000569375
Front Office,in-person,9636186,Counter,29APR2022:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,29APR2022:15:31:08.000,29APR2022:15:31:37.000,No,No,No,No,No,0.0003261227,0.0003261227,,,,,,,1,1,1,30APR2022:04:30:17.480,0.0000163889
Back Office,back-office,2263579,,24MAY2019:00:00:00.000,No,Yes,67,Powell River,SDPR - POC - 006,1,Finished,24MAY2019:13:46:18.000,24MAY2019:15:00:40.000,No,No,No,No,No,0.0515794456,0.0515794456,,,,,,,1,1,1,05MAR2021:14:29:43.073,0.0000648843
Back Office,back-office,7275400,Counter,15AUG2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,15AUG2021:12:03:26.000,15AUG2021:12:05:10.000,No,No,No,No,No,0.0011744791,0.0011744791,,,,,,,1,1,1,16AUG2021:02:00:12.733,0.000025544
Front Office,in-person,5298648,Counter,23DEC2020:00:00:00.000,No,Yes,42,Kelowna,Other - 004,1,Finished,23DEC2020:15:15:48.000,23DEC2020:15:23:25.000,No,No,No,No,No,0.0017510764,0.0052048494,,,,,,,1,1,1,05MAR2021:14:31:04.080,0.0000825579
Back Office,back-office,4312167,Counter,15JUL2020:00:00:00.000,No,Yes,43,Kitimat,Back Office - 023,1,Finished,15JUL2020:09:11:43.000,15JUL2020:09:38:53.000,No,No,No,No,No,0.0188618861,0.0188618861,,,,,,,1,1,1,05MAR2021:14:30:25.293,5.1041666E-6
